Feature Name,Data Type,Description,Status,Created At,Created By,Updated At,Updated By,Destination Table,Update Window,Version,Query Path,Dependent Features,Weight,Is Risk,Query,Is Active,Source Table,Feature ID
bio_packet_iris_pop_count_daily,double,Daily count of IRIS POP incidents by operator in Bio packets.,PROD,"13/4/2026, 2:54 PM",sai.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:daily, filter_condition:errorreasoncode = 'PHOTO_ON_PHOTO']",,,,,None,bio_packet_iris_pop_count_daily_v1
hardware_machine_change_instances,integer,Number of machine ids which have been changed and operator have worked on them,PROD,"13/2/2026, 10:08 AM",priyanshug.nisg,"30/7/2026, 10:27 AM",saksham.nisg,strot.operator360.features_hardware_v1,24h,1,,[min_pkt_date:2020-01-01],,,,,flink_stream.analytics_enu.machine_hardware_trust_change,hardware_machine_change_instances_v1
bio_packet_iris_left_fraud_count_daily,double,Daily count of LEFT IRIS fraud incidents by operator in Bio packets.,PROD,"13/4/2026, 2:54 PM",sai.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:daily, filter_condition:subtype = 'LEFT_IRIS']",,,,,None,bio_packet_left_iris_fraud_count_daily_v1
sustxn_res_namechange_zscore,double,"Zscore based on the number of instances where the operator has changed the name of the same operator, aggregated after 2020",PROD,"27/5/2026, 4:52 PM",saksham.nisg,"1/6/2026, 5:17 PM",saksham.nisg,strot.operator360.features_risk_v1,24h,2,,"[scoring_method:zscore, feature_id:sustxn_res_namechange_instances_count_cumulative_v2, require_aggregation:False]",,,,,strot.operator360.features_sustxn_v1,sustxn_res_namechange_zscore_v2
sustxn_oddhour_pkts_zscore,double,Zscore based on the count of number of packets where the operator has made a packet after the declared working hour in the period of last 30 calender days,PROD,"27/5/2026, 4:44 PM",saksham.nisg,"1/6/2026, 12:23 PM",saksham.nisg,strot.operator360.features_risk_v1,24h,2,,"[scoring_method:zscore, feature_id:sustxn_oddhour_pkts_instances_24h_v2, require_aggregation:True, period_in_days:30, aggregation_method:sum]",,,,,strot.operator360.features_sustxn_v1,sustxn_oddhour_pkts_zscore_v2
auth_device_change_incidents_Iris,double,Count of number of authentication device changes by the operator within Iris Modality,PROD,"7/4/2026, 4:13 PM",saksham.nisg,,,strot.operator360.features_auth_v1,24h,1,,[period_in_days:1],,,,,flink_stream.operator360.opt_auth_txn_v3,auth_device_change_incidents_Iris_24h_v1
auth_failure_ratio_score,double,Score based on the ratio of operators failure transaction over the period of last 30 calender days,PROD,"15/5/2026, 11:26 AM",saksham.nisg,"1/6/2026, 12:39 PM",saksham.nisg,strot.operator360.features_risk_v1,24h,2,,"[scoring_method:wilson_fraud_scoring, feature_id_numerator:auth_txn_failure_count_1h_v1, feature_id_denominator:auth_txn_count_1h_v1, range_start:0, range_end:1, period_in_days:30]",,,,,flink_stream.operator360.features_auth_v1,auth_failure_ratio_score_v2
sustxn_oddhour_pkts_instances,double,Count of the packets made by the operator during the offile hours or non working hours,PROD,"18/5/2026, 5:43 PM",saksham.nisg,,,strot.operator360.features_sustxn_v1,24h,2,,"[period_in_days:1, start_hour:22, end_hour:6]",,,,,strot.operator360.opt_oddhour_anomalous_ens_eid_daily,sustxn_oddhour_pkts_instances_24h_v2
work_opt_hof_score,double,"Score based on the count of number residents where operator is marked as the head of family, aggregated after 2020",PROD,"15/5/2026, 11:18 AM",saksham.nisg,"1/6/2026, 1:11 PM",saksham.nisg,strot.operator360.features_risk_v1,24h,2,,"[scoring_method:rank_scoring, feature_id:work_opt_hof_instances_v1, range_start:0, range_end:1, require_aggregation:False, is_inverse:False, apply_threshold:False]",,,,,strot.operator360.features_sustxn_v1,work_opt_hof_score_v2
auth_liveness_failure_streak_score,double,Score based on the streak of authentication liveness failure transactions by the operator over the last 30 days period,PROD,"17/5/2026, 6:39 AM",saksham.nisg,"1/6/2026, 12:52 PM",saksham.nisg,strot.operator360.features_risk_v1,24h,2,,"[scoring_method:exponential_decay_scoring, feature_id:auth_liveness_failure_streak_live_v1, period_in_days:30, range_start:0.5, range_end:1, decay_rate:0.1]",,,,,strot.operator360.features_auth_v1,auth_liveness_failure_streak_score_v2
auth_txn_count,double,Count of number of authentication attempts by the operator,PROD,"12/3/2026, 12:05 PM",saksham.nisg,,,flink_stream.operator360.features_auth_v1,1h,1,,[],,,,,flink_stream.operator360.opt_auth_txn_v3,auth_txn_count_1h_v1
bio_mfc_right_slap_fraud_incidents,double,Fraudulent packets identified in MFC for the operator on the previous day having unsystematic verdict for right slap,DEPRECATED,"24/2/2026, 12:58 PM",saksham.nisg,"21/5/2026, 1:17 PM",saksham.nisg,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:1, filter_condition:is_right_slap_fraud=true]",,,,,strot.operator360.bio_mfc_slap_fraud_refids,bio_mfc_right_slap_fraud_incidents_24h_v1
bio_mfc_right_slap_mixed_incidents,double,Fraudulent packets identified in MFC for the operator on the previous day having Mixed verdict for right slap,DEPRECATED,"24/2/2026, 1:01 PM",saksham.nisg,"21/5/2026, 1:17 PM",saksham.nisg,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:1, filter_condition:is_right_slap_mixed=true]",,,,,strot.operator360.bio_mfc_slap_fraud_refids,bio_mfc_right_slap_mixed_incidents_24h_v1
bio_mfc_left_iris_pop_incidents,double,Fraudulent packets identified in MFC for the operator on the previous day having Photo on Photo verdict for left iris,DEPRECATED,"24/2/2026, 1:00 PM",saksham.nisg,"21/5/2026, 1:17 PM",saksham.nisg,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:1, filter_condition:is_left_iris_photo_on_photo=true]",,,,,strot.operator360.bio_mfc_iris_fraud_refids,bio_mfc_left_iris_pop_incidents_24h_v1
bio_mfc_right_slap_toeprint_incidents,double,Fraudulent packets identified in MFC for the operator on the previous day having Toe Print verdict for right slap,DEPRECATED,"24/2/2026, 1:00 PM",saksham.nisg,"21/5/2026, 1:17 PM",saksham.nisg,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:1, filter_condition:is_right_slap_toe_print=true]",,,,,strot.operator360.bio_mfc_slap_fraud_refids,bio_mfc_right_slap_toeprint_incidents_24h_v1
bio_packet_iris_pop_count_cumulative,double,"Cumulative count of Photo on Photo verdict incidents in the Iris modailty by the operator in Manual Fraud Check, calculated from 23rd June",PROD,"24/6/2026, 10:15 AM",saksham.nisg,,,strot.operator360.features_bio_v1,24h,1,,[min_pkt_date:2026-06-23],,,,,strot.operator360.features_bio_v1,bio_packet_iris_pop_count_cumulative_v1
bio_sfc_fraud_zscore,double,Zscore based on the number of unsystematic packets in systemmatic fraud stage,PROD,"1/6/2026, 9:55 AM",saksham.nisg,"1/6/2026, 12:11 PM",saksham.nisg,strot.operator360.features_risk_v1,24h,2,,"[scoring_method:zscore, feature_id:bio_sfc_fraud_incidents_v1, require_aggregation:True, period_in_days:30]",,,,,strot.operator360.features_bio_v1,bio_sfc_fraud_zscore_v2
doc_qc_error_incidents_count_daily,double,Count of incidents where the packet has been reported with QC error in the pervious calendar day,PROD,"12/5/2026, 5:04 PM",saksham.nisg,"13/5/2026, 3:43 PM",saksham.nisg,strot.operator360.features_document_v1,24h,1,,"[table_used:strot.operator360.eid_qc_error_report_v2, period_in_days:1, eid_collection:False, filter_condition:]",,,,,strot.operator360.eid_qc_error_report_v2,doc_qc_error_incidents_count_daily_v1
auth_txn_success_count,double,Count of number of success authentication attempts by the operator,PROD,"12/3/2026, 12:06 PM",saksham.nisg,,,flink_stream.operator360.features_auth_v1,1h,1,,[],,,,,flink_stream.operator360.opt_auth_txn_v3,auth_txn_success_count_1h_v1
bio_packet_slap_left_fraud_count_daily,double,Daily count of LEFT SLAP fraud incidents by operator in Bio packets.,PROD,"13/4/2026, 3:17 PM",sai.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:daily, filter_condition:subtype = 'LEFT_SLAP']",,,,,None,bio_packet_slap_left_fraud_count_daily_v1
sustxn_parallel_enrolment_score,double,Score based on the count of number of parallel enrolment instances by the operator over the last 30 calender days,PROD,"17/5/2026, 6:31 AM",saksham.nisg,"1/6/2026, 5:25 PM",saksham.nisg,strot.operator360.features_risk_v1,24h,2,,"[scoring_method:rank_scoring, feature_id:sustxn_parallel_enrolment_eid_count_daily_v1, range_start:0.5, range_end:1, require_aggregation:True, is_inverse:False, apply_threshold:False]",,,,,strot.operator360.features_sustxn_v1,sustxn_parallel_enrolment_score_v2
auth_txn_failure_gap_sec,double,Time between 2 failure attempts of authenication by the operator,PROD,"12/3/2026, 12:08 PM",saksham.nisg,,,flink_stream.operator360.features_auth_v1,live,1,,[],,,,,flink_stream.operator360.opt_auth_txn_v3,auth_txn_failure_gap_sec_live_v1
auth_device_change_incidents_Finger,double,Count of number of authentication device changes by the operator within Finger Modality,PROD,"7/4/2026, 4:14 PM",saksham.nisg,,,strot.operator360.features_auth_v1,24h,1,,[period_in_days:1],,,,,flink_stream.operator360.opt_auth_txn_v3,auth_device_change_incidents_Finger_24h_v1
bio_mfc_fraud_incidents,double,Incidents of packets found in manual fraud check on a daily basis,PROD,"11/2/2026, 4:30 PM",priyanshug.nisg,"22/2/2026, 8:16 AM",saksham.nisg,strot.operator360.features_bio_v1,24h,1,,[period_in_days:1],,,,,strot.operator360.opt_anomalous_mfc_eid_daily,bio_mfc_fraud_incidents_24h_v1
sustxn_res_mobilechange_instances,integer,Incidents of operator attempting mobile change of same resident,DEPRECATED,"15/2/2026, 8:53 AM",saksham.nisg,"1/6/2026, 5:22 PM",saksham.nisg,strot.operator360.features_sustxn_v1,24hr,1,,[min_pkt_date:2020-01-01],,,,,strot.mysql_uid_v2.uid_origin_tracker_enriched,sustxn_res_mobilechange_instances_24h_v1
bio_mfc_left_slap_toeprint_incidents,double,Fraudulent packets identified in MFC for the operator on the previous day having Toe Print verdict for left slap,DEPRECATED,"24/2/2026, 12:54 PM",saksham.nisg,"21/5/2026, 1:17 PM",saksham.nisg,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:1, filter_condition:is_left_slap_toe_print=true]",,,,,strot.operator360.bio_mfc_slap_fraud_refids,bio_mfc_left_slap_toeprint_incidents_24h_v1
work_packet_upload_total_count_hourly,double,Count of packets uploaded by the operator during the last hour as compared to the current timestamp,PROD,"15/4/2026, 5:01 PM",saksham.nisg,,,strot.operator360.features_work_v1,24h,1,,[period_in_days:1],,,,,flink_stream.stream_enu.ens_packet_enriched,work_packet_upload_total_count_hourly_v1
bio_packet_fraud_count_daily,double,Daily Count of the Fraud incidents by operator in Bio packets,PROD,"9/4/2026, 4:38 PM",sai.nisg,"13/4/2026, 2:00 PM",sai.nisg,strot.operator360.features_bio_v1,24h,1,,[period_in_days:daily],,,,,None,bio_packet_fraud_count_daily_v1
bio_mfc_iris_pop_incidents,double,Fraudulent packets identified in MFC for the operator on the previous day having Photo on Photo verdict for iris,DEPRECATED,"24/2/2026, 1:00 PM",saksham.nisg,"21/5/2026, 1:17 PM",saksham.nisg,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:1, filter_condition:(is_right_iris_photo_on_photo=true or is_left_iris_photo_on_photo=true)]",,,,,strot.operator360.bio_mfc_iris_fraud_refids,bio_mfc_iris_pop_incidents_24h_v1
bio_packet_face_adult_as_child_count_daily,double,Daily count of FACE incidents by operator in Bio packets where errorreasoncode=ADULT_AS_CHILD.,PROD,"13/4/2026, 2:34 PM",sai.nisg,"13/4/2026, 2:34 PM",sai.nisg,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:daily, filter_condition:errorreasoncode = 'ADULT_AS_CHILD']",,,,,None,bio_packet_face_adult_as_child_count_daily_v1
work_multiple_optname_zscore,double,Relative Z-Score of the operator based count of names used by operator,DEPRECATED,"9/3/2026, 5:55 PM",saksham.nisg,"1/6/2026, 9:29 AM",saksham.nisg,strot.operator360.features_risk_v1,24hr,1,,"[feature_used:work_multiple_optname_instances_24h_v1, fraud_table:strot.operator360.features_work_v1]",,,,,,work_multiple_optname_zscore_24hr_v1
auth_device_change_incidents_Face,double,Count of number of authentication device changes by the operator within Face Modality,PROD,"7/4/2026, 4:14 PM",saksham.nisg,,,strot.operator360.features_auth_v1,24h,1,,[period_in_days:1],,,,,flink_stream.operator360.opt_auth_txn_v3,auth_device_change_incidents_Face_24h_v1
bio_packet_face_pop_count_daily,double,Daily count of FACE incidents by operator in Bio packets where errorreasoncode=PHOTO_ON_PHOTO.,PROD,"13/4/2026, 2:30 PM",sai.nisg,"13/4/2026, 2:33 PM",sai.nisg,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:daily, filter_condition:errorreasoncode = 'PHOTO_ON_PHOTO']",,,,,None,bio_packet_face_pop_count_daily_v1
bio_packet_iris_right_mixed_count_daily,double,Daily count of RIGHT IRIS MIXED incidents by operator in Bio packets.,PROD,"13/4/2026, 2:54 PM",sai.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:daily, filter_condition:subtype = 'RIGHT_IRIS' AND errorreasoncode = 'MIXED']",,,,,None,bio_packet_right_iris_mixed_count_daily_v1
sustxn_res_mobilechange_score,double,"Score based on the number of mobile changes per resident, aggregated after 2020",PROD,"15/5/2026, 11:04 AM",saksham.nisg,"1/6/2026, 5:20 PM",saksham.nisg,strot.operator360.features_risk_v1,24h,2,,"[scoring_method:rank_scoring, feature_id:sustxn_res_mobilechange_instances_count_cumulative_v2, range_start:0, range_end:1, is_inverse:False, apply_threshold:False]",,,,,strot.operator360.features_sustxn_v1,sustxn_res_mobilechange_score_v2
bio_packet_iris_left_pop_count_daily,double,Daily count of LEFT IRIS POP incidents by operator in Bio packets.,PROD,"13/4/2026, 2:54 PM",sai.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:daily, filter_condition:subtype = 'LEFT_IRIS' AND errorreasoncode = 'PHOTO_ON_PHOTO']",,,,,None,bio_packet_left_iris_pop_count_daily_v1
auth_device_change_score,double,Score based on the count of instances of authentication device change by the operator over the last 30 calender days,PROD,"17/5/2026, 6:44 AM",saksham.nisg,"1/6/2026, 1:14 PM",saksham.nisg,strot.operator360.features_risk_v1,24h,2,,"[scoring_method:winsorized_zscoring, feature_id:[auth_device_change_incidents_Finger_24h_v1,auth_device_change_incidents_Iris_24h_v1,auth_modality_change_incidents_24h_v1], period_in_days:30, is_multiple_col:True, aggregation_method:Sum, range_start:0, range_end:1]",,,,,strot.operator360.features_auth_v1,auth_device_change_score_v2
work_pob_declared_instances,integer,Count of enrolments done by operator where dob staus is declared,PROD,"13/2/2026, 4:40 PM",saksham.nisg,"1/6/2026, 3:10 PM",saksham.nisg,strot.operator360.features_work_v1,24h,1,,[period_in_days:1],,,,,flink_stream.stream_enu.bi_enu_enrlraw_v2,work_pob_declared_instances_v1
sustxn_oddhour_pkts_instances,integer,Number of packets that Operator made in odd hours,PROD,"13/2/2026, 1:06 PM",saksham.nisg,,,strot.operator360.features_sustxn_v1,24h,1,,"[period_in_days:90, start_hour:22, end_hour:6]",,,,,strot.operator360.opt_oddhour_anomalous_ens_eid_daily,sustxn_oddhour_pkts_instances_24h_v1
hardware_machine_signature_change_score,double,Score based on the number of packets made by the operator on the machine whose signature has been changed	,PROD,"15/5/2026, 11:09 AM",saksham.nisg,"1/6/2026, 12:45 PM",saksham.nisg,strot.operator360.features_risk_v1,24h,2,,"[scoring_method:rank_scoring, feature_id:hardware_machine_change_instances_24h_v2, range_start:0, range_end:1, require_aggregation:True, is_inverse:False, apply_threshold:False]",,,,,strot.operator360.features_hardware_v1,hardware_machine_signature_change_score_v2
work_category_score,double,Score for the operator under the work category,STAGING,"2/4/2026, 10:29 AM",saksham.nisg,"1/6/2026, 4:31 PM",saksham.nisg,strot.operator360.features_risk_v1,24h,2,,"[risk_weightage:{work_machine_change_score_v2:4,work_opt_hof_score_v2:4,work_pob_declared_score_v2:2,work_opt_machinesync_score_v2:2,work_multiple_optname_score_v2:4}, scoring_function:softmax_scoring]",,,,,strot.operator360.features_risk_v1,work_category_score_v2
sustxn_category_score,double,Value representing the score of an operator based on the aggregated score of sustxn category features,STAGING,"12/5/2026, 3:39 PM",saksham.nisg,"1/6/2026, 5:27 PM",saksham.nisg,strot.operator360.features_risk_v1,24h,2,,"[risk_weightage:{sustxn_outstate_pkts_score_v2:2, sustxn_res_mobilechange_score_v2:2,sustxn_oddhour_pkts_score_v2:2,sustxn_res_namechange_score_v2:2}, scoring_function:softmax_scoring]",,,,,strot.operator360.features_risk_v1,sustxn_category_score_v2
auth_category_score,double,Value representing the score of an operator based on the aggregated score of authentication category features,PROD,"12/5/2026, 3:39 PM",saksham.nisg,"1/6/2026, 5:55 PM",saksham.nisg,strot.operator360.features_risk_v1,24h,2,,"[risk_weightage:{auth_device_change_score_v2:1, auth_failure_ratio_score_v2:1,auth_liveness_failure_streak_score_v2:1,auth_oddhour_txn_score_v2:1,auth_txn_failure_gap_score_v2:1}, scoring_function:softmax_scoring]",,,,,strot.operator360.features_risk_v1,auth_category_score_v2
hardware_category_score,double,Value representing the score of an operator based on the aggregated score of hardware category features,PROD,"12/5/2026, 3:38 PM",saksham.nisg,"1/6/2026, 5:32 PM",saksham.nisg,strot.operator360.features_risk_v1,24h,2,,"[risk_weightage:{hardware_machine_change_score_v2:4, hardware_multiple_biodev_score_v2:4}, scoring_function:softmax_scoring]",,,,,strot.operator360.features_risk_v1,hardware_category_score_v2
sustxn_res_namechange_score,double,"Score based on the number of instances where the operator has changed the name of the same operator, aggregated after 2020",PROD,"15/5/2026, 11:21 AM",saksham.nisg,"1/6/2026, 5:18 PM",saksham.nisg,strot.operator360.features_risk_v1,24h,2,,"[scoring_method:rank_scoring, feature_id:sustxn_res_namechange_instances_count_cumulative_v2, range_start:0, range_end:1, require_aggregation:False, is_inverse:False, apply_threshold:False]",,,,,strot.operator360.features_sustxn_v1,sustxn_res_namechange_score_v2
risk_score,double,Combined score of the opeartor based on active risk features,PROD,"9/3/2026, 11:30 AM",saksham.nisg,,,strot.operator360.features_risk_v1,7d,1,,"[sustxn_outstate_pkts_score_v1:2, work_machine_change_score_v1:4, bio_mfc_fraud_score_v1:4, bio_sfc_fraud_score_v1:1, work_opt_hof_score_v1:4, work_pob_declared_score_v1:2, work_opt_machinesync_score_v1:2, hardware_machine_change_score_v1:4, sustxn_res_mobilechange_score_v1:2, sustxn_oddhour_pkts_score_v1:2, hardware_multiple_biodev_score_v1:4, sustxn_res_namechange_score_v1:2, work_multiple_optname_score_v1:4]",,,,,,risk_score_7d_v1
auth_pktcreate_interval_avg,double,Average time between a successfull authentication and the imediate next packet creation,DEPRECATED,"16/3/2026, 6:11 PM",saksham.nisg,"20/3/2026, 12:06 PM",saksham.nisg,strot.operator360.features_auth_v1,24h,1,,[period_in_days:1],,,,,flink_stream.operator360.opt_auth_txn_v3,auth_pktcreate_interval_avg_24h_v1
work_machine_change_instances,integer,Number of machines used by the operator,PROD,"16/2/2026, 1:18 PM",saksham.nisg,,,strot.operator360.features_work_v1,24h,1,,[period_in_days:90],,,,,flink_stream.stream_enu.bi_enu_enrlraw_v2,work_machine_change_instances_24h_v1
bio_packet_iris_left_swap_count_daily,double,Daily count of LEFT IRIS SWAP incidents by operator in Bio packets.,PROD,"13/4/2026, 2:53 PM",sai.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:daily, filter_condition:subtype = 'LEFT_IRIS' AND errorreasoncode = 'SWAP']",,,,,None,bio_packet_left_iris_swap_count_daily_v1
bio_packet_iris_mixed_count_daily,double,Daily count of IRIS MIXED incidents by operator in Bio packets.,PROD,"13/4/2026, 2:54 PM",sai.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:daily, filter_condition:errorreasoncode = 'MIXED']",,,,,None,bio_packet_iris_mixed_count_daily_v1
bio_packet_iris_left_mixed_count_daily,double,Daily count of LEFT IRIS MIXED incidents by operator in Bio packets.,PROD,"13/4/2026, 2:53 PM",sai.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:daily, filter_condition:subtype = 'LEFT_IRIS' AND errorreasoncode = 'MIXED']",,,,,None,bio_packet_left_iris_mixed_count_daily_v1
bio_packet_face_fraud_count_daily,double,Daily count of FACE fraud incidents by operator in Bio packets.,PROD,"13/4/2026, 2:35 PM",sai.nisg,"13/4/2026, 2:35 PM",sai.nisg,strot.operator360.features_bio_v1,24h,1,,[period_in_days:daily],,,,,None,bio_packet_face_fraud_count_daily_v1
bio_packet_face_non_human_count_daily,double,Daily count of FACE incidents by operator in Bio packets where errorreasoncode=NON_HUMAN.,PROD,"13/4/2026, 2:33 PM",sai.nisg,"13/4/2026, 2:33 PM",sai.nisg,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:daily, filter_condition:errorreasoncode = 'NON_HUMAN']",,,,,None,bio_packet_face_non_human_count_daily_v1
bio_mfc_fraud_score,double,Relative score of the operator based on historical mfc fraud count,DEPRECATED,"12/2/2026, 5:55 PM",priyanshug.nisg,"1/6/2026, 9:29 AM",saksham.nisg,strot.operator360.features_risk_v1,24h,1,,"[features_used:bio_mfc_fraud_incidents_v1, fraud_table:strot.operator360.features_bio_v1, score_start:0.5, score_end:1.0]",,true,,,,bio_mfc_fraud_score_v1
hardware_machine_change_zscore,double,Relative Z-Score of the operator based on historical machine change count,DEPRECATED,"9/3/2026, 6:00 PM",saksham.nisg,"1/6/2026, 9:29 AM",saksham.nisg,strot.operator360.features_risk_v1,24hr,1,,"[feature_used:hardware_machine_change_instances_v1, fraud_table:strot.operator360.features_hardware_v1]",,,,,,hardware_machine_change_zscore_24hr_v1
hardware_multiple_biodev_score,double,Relative score of the operator based on number of biodev it uses,DEPRECATED,"15/2/2026, 10:01 AM",saksham.nisg,"1/6/2026, 9:29 AM",saksham.nisg,strot.operator360.features_risk_v1,24h,1,,"[features_used:hardware_multiple_biodev_instances_v1, fraud_table:strot.operator360.features_hardware_v1, score_start:0.5, score_end:1.0]",,true,,,,hardware_multiple_biodev_score_v1
bio_sfc_fraud_zscore,double,Relative Z-Score of the operator based on historical sfc fraud count,DEPRECATED,"9/3/2026, 6:02 PM",saksham.nisg,"1/6/2026, 9:29 AM",saksham.nisg,strot.operator360.features_risk_v1,24hr,1,,"[feature_used:bio_sfc_fraud_incidents_v1, fraud_table:strot.operator360.features_bio_v1]",,,,,,bio_sfc_fraud_zscore_24hr_v1
bio_packet_finger_toe_print_count_cumulative,double,Cumulative Count of the FINGER TOE_PRINT incidents Fraud incidents by operator in Bio packets,PROD,"16/4/2026, 12:49 PM",sai.nisg,"16/4/2026, 12:51 PM",sai.nisg,strot.operator360.features_bio_v1,24h,1,,[min_pkt_date:2026-04-15],,,,,None,bio_packet_finger_toe_print_count_cumulative_v1
auth_idle_txn_incidents,double,Count of incidents when operator has successfully authenticated but hasn't made any packets,DEPRECATED,"16/3/2026, 6:04 PM",saksham.nisg,"20/3/2026, 11:43 AM",saksham.nisg,strot.operator360.features_auth_v1,24h,1,,[period_in_days:1],,,,,flink_stream.operator360.opt_auth_txn_v3,auth_idle_txn_incidents_24h_v1
auth_retry_attempts_incidents,double,Retry attempts that operator takes between 2 successive succesfulL attempts,PROD,"12/3/2026, 12:02 PM",saksham.nisg,,,flink_stream.operator360.features_auth_v1,live,1,,[],,,,,flink_stream.operator360.opt_auth_txn_v3,auth_retry_attempts_incidents_live_v1
bio_packet_finger_toe_print_count_daily,double,Daily count of FINGER TOE_PRINT incidents by operator in Bio packets.,PROD,"13/4/2026, 3:18 PM",sai.nisg,"13/4/2026, 5:40 PM",sai.nisg,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:daily, filter_condition:errorreasoncode = 'TOE_PRINT']",,,,,None,bio_packet_finger_toe_print_count_daily_v1
bio_packet_iris_right_pop_count_daily,double,Daily count of RIGHT IRIS POP incidents by operator in Bio packets.,PROD,"13/4/2026, 2:54 PM",sai.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:daily, filter_condition:subtype = 'RIGHT_IRIS' AND errorreasoncode = 'PHOTO_ON_PHOTO']",,,,,None,bio_packet_right_iris_pop_count_daily_v1
bio_packet_finger_fraud_count_daily,double,Daily count of FINGER fraud incidents by operator in Bio packets.,PROD,"13/4/2026, 3:18 PM",sai.nisg,,,strot.operator360.features_bio_v1,24h,1,,[period_in_days:daily],,,,,None,bio_packet_finger_fraud_count_daily_v1
auth_modality_change_incidents,double,Count of number of incidents when an operator switches the modality for authentication,PROD,"4/4/2026, 8:02 AM",saksham.nisg,,,strot.operator360.features_auth_v1,24h,1,,[period_in_days:1],,,,,flink_stream.operator360.opt_auth_txn_v3,auth_modality_change_incidents_24h_v1
work_opt_machinesync_score,double,Score based on the machine syncing activity and packet creation activity of an ECMP operator	,PROD,"15/5/2026, 11:19 AM",saksham.nisg,"1/6/2026, 3:15 PM",saksham.nisg,strot.operator360.features_risk_v1,24h,2,,"[scoring_method:rank_scoring, feature_id:work_machine_sync_gap_v1, range_start:0, range_end:1, require_aggregation:False, is_inverse:False, apply_threshold:False]",,,,,strot.operator360.features_work_v1,work_opt_machinesync_score_v2
sustxn_outstate_pkts_instances,double,Count of the packets made by the operators for the residence that belong to the operator operator belong,PROD,"18/5/2026, 5:44 PM",saksham.nisg,,,strot.operator360.features_sustxn_v1,24h,2,,[period_in_days:1],,,,,strot.operator360.opt_outstate_anomalous_ens_eid_daily,sustxn_outstate_pkts_instances_24h_v2
bio_packet_iris_non_human_count_daily,double,Daily count of IRIS NON_HUMAN incidents by operator in Bio packets.,PROD,"13/4/2026, 2:54 PM",sai.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:daily, filter_condition:errorreasoncode = 'NON_HUMAN']",,,,,None,bio_packet_iris_non_human_count_daily_v1
bio_packet_iris_swap_count_daily,double,Daily count of IRIS SWAP incidents by operator in Bio packets.,PROD,"13/4/2026, 2:54 PM",sai.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:daily, filter_condition:errorreasoncode = 'SWAP']",,,,,None,bio_packet_iris_swap_count_daily_v1
bio_packet_iris_right_swap_count_daily,double,Daily count of RIGHT IRIS SWAP incidents by operator in Bio packets.,PROD,"13/4/2026, 2:54 PM",sai.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:daily, filter_condition:subtype = 'RIGHT_IRIS' AND errorreasoncode = 'SWAP']",,,,,None,bio_packet_right_iris_swap_count_daily_v1
auth_liveness_failure_incidents,double,Instances of Liveness Failure Instances in Operator Authentications,PROD,"16/2/2026, 11:51 AM",priyanshug.nisg,"19/2/2026, 12:57 PM",saksham.nisg,strot.operator360.features_auth_v1,24h,1,,[min_pkt_date:2026-01-01],,,,,flink_stream.operator360.opt_auth_txn_v3,auth_liveness_failure_incidents_24h_v1
sustxn_parallel_enrolment_eid_count_daily,double,The feature depicts the count of the number of eids which are made by the operator parallely,PROD,"19/5/2026, 4:50 PM",saksham.nisg,,,strot.operator360.features_sustxn_v1,24h,1,,[period_in_days:1],,,,,strot.operator360.txn_parallel_enrl_v1,sustxn_parallel_enrolment_eid_count_daily_v1
work_opt_machinesync_instances,double,Rate of packets for the operators which are not syncing for more than 60 days and still making packing in the non sync duration,DEPRECATED,"13/2/2026, 1:12 PM",saksham.nisg,"1/6/2026, 3:15 PM",saksham.nisg,strot.operator360.features_work_v1,24h,1,,[period_in_days:60],,,,,flink_stream.stream_enu.enu_operator_sync_raw,work_opt_machinesync_instances_24h_v1
work_machine_isp_change_packet_count_daily,double,Count of those packets in which the operator has changed its ISP within the packet creation process,PROD,"11/5/2026, 12:38 PM",saksham.nisg,"1/6/2026, 12:35 PM",saksham.nisg,strot.operator360.features_work_v1,24h,1,,[period_in_days:1],,,,,strot.operator360.uc_machineip_isp_map,work_machine_isp_change_packet_count_daily_v1
